Molecule ChEMBL ID,Smiles,Standard Value,AlogP,Molecular Weight
CHEMBL3677665,C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)c1cccc(C(=O)O)c1)C(=O)O,283.0,4.5,431.49
CHEMBL3676144,COc1ccc(Cl)cc1-c1ccc(C[C@H](CC(=O)O)NC(=O)CCC(=O)O)cc1,0.38,3.38,419.86
CHEMBL4559586,O=C(O)CCC(=O)N[C@@H](CC(=O)O)Cc1ccc(-c2ccccc2C(F)(F)F)cc1,1370.0,3.74,423.39
CHEMBL4458213,O=C(O)CCC(=O)N[C@@H](CC(=O)O)Cc1ccc(-c2ccc(Cl)cc2)cc1,1950.0,3.37,389.84
CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,10000.0,4.27,422.92
CHEMBL4469350,CCCCc1nc(Cl)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1.0,6.25,528.12
CHEMBL4458466,CCCCc1nc(CC(C)C)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,19.95,6.8,549.78
CHEMBL3677673,C[C@H](C[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)c1cc(C(=O)O)n[nH]1)C(=O)O,0.03,3.88,455.9
CHEMBL3677664,C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)c1c[nH]c(C(=O)O)n1)C(=O)O,7.3,3.23,421.45
CHEMBL4547205,O=C(O)CCC(=O)N[C@@H](CC(=O)O)Cc1ccc(-c2cccc(C(F)(F)F)c2)cc1,111.0,3.74,423.39
CHEMBL3221960,COC(=O)C(CC(C)C)C(=O)N[C@H](CO)C(=O)O,1000000.0,-0.62,261.27
CHEMBL4474870,CCOc1nc(CC)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)c(F)c1,3.162,5.36,527.66
CHEMBL417007,C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O)C(=O)O,6.0,3.36,383.44
CHEMBL4471166,N#Cc1ccccc1-c1ccc(C[C@H](CC(=O)O)NC(=O)CCC(=O)O)cc1,792.0,2.59,380.4
CHEMBL4448802,O=C(O)CCC(=O)N[C@@H](CC(=O)O)Cc1ccc(-c2cccc(OC(F)(F)F)c2)cc1,275.0,3.62,439.39
CHEMBL3221954,COC(=O)[C@H](CC(=O)N[C@@H](CO)C(=O)O)CC(C)C,79432.82,-0.23,275.3
CHEMBL4434901,O=C(O)CCC(=O)N[C@@H](CC(=O)O)Cc1ccc(-c2ccccc2F)cc1,24.0,2.86,373.38
CHEMBL4550194,CC(=O)Nc1cccc(-c2ccc(C[C@H](CC(=O)O)NC(=O)CCC(=O)O)cc2)c1,4862.0,2.68,412.44
CHEMBL299639,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,6.1,2.08,398.48
CHEMBL50582,C[C@H](NC(=O)[C@@H](CS)Cc1ccccc1)C(=O)N1c2ccccc2C[C@H]1C(=O)O,2.6,2.32,412.51
CHEMBL51576,O=C(O)CN1Cc2ccccc2C[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O,175.0,1.68,398.48
CHEMBL287896,C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,400.0,1.11,350.44
CHEMBL49920,C[C@H](NC(=O)[C@@H](CS)Cc1ccccc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,3.9,2.32,426.54
